smiles,fingerprints
C/C=C/Cn1c(=O)c2c(nc3n2CC(=NN3C)C(C)(C)C)n(c1=O)C,"[1.676202148965476, 1.8326213183075353, 1.6190742646812888, 4.6229746662795455, 1.520173770071881, 3.5718367524346455, 2.0553240830659782, 3.807132966431517, 3.1737377515828493, 3.332578785478285, 1.529497584590647, 5.582224322704071, 1.8519403175923042, 2.1533129701718585, 2.0449055116911756, 1.6710848878040008, 3.572961315964477, 2.94780136512257, 2.003557425318949, 2.9033812823993737, 3.576699187597757, 1.9522800600825305, 1.6726600769748792, 1.7539666368224291, 1.620838466619919, 1.6746025666842952, 1.5506458648518677, 2.0135715958068854, 2.0328242361683606, 3.7192109062261958, 2.263258377578635, 3.0244201265139226, 1.9195822493150823, 1.4592858040467296, 1.6639082086728507, 2.9734363540976507, 2.7715556239917882, 1.5768066211742129, 1.9123348853727513, 1.5688807062385566, 1.909665533410384, 2.479895806085933, 1.5743508530520192, 2.4474773108836168, 3.4008404845707556, 1.9054981025186375, 3.925482502221545, 4.227782409043576, 3.5906554523096075, 3.365259500408198]"
C/C=C/Cn1c(=O)c2c(nc3n2CC(=NN3CC(=O)C)C)n(c1=O)C,"[2.029624086237301, 2.1477489221640034, 1.9552394746734076, 2.713269646510958, 1.8511384822194146, 3.397538280537586, 2.3059315715624384, 3.5874871235076307, 3.2392424914762024, 2.7266030084200987, 1.774016625388204, 2.550216087908981, 2.1238491408094595, 2.139379689487903, 2.219195711167526, 2.030083874324354, 3.5363161597790778, 3.023718023907965, 2.3234333188917247, 3.0671364538719623, 3.636856968504856, 2.2041676552948246, 2.0211153259695136, 2.0185258402312227, 1.9512623065736974, 2.0259513415895984, 1.9009738276294774, 2.3373113724969214, 2.2438271119016306, 2.861716049291045, 2.267731429553899, 3.116901945311535, 2.1769497348572773, 1.7742421888104685, 2.007674726473549, 2.9281918662384796, 2.724827618030548, 1.9049690629084521, 2.169673287420567, 1.8614185175001978, 2.0719284844866572, 2.458132363479423, 1.9062195173883634, 2.5834275694850994, 2.56579467849807, 2.17777554447324, 3.915711810772687, 4.008675672792261, 3.6478319826710464, 2.789046026519191]"
C1C=C[C@@]2(C[C@]1(CN(C2)[C@@H](CCC(=O)[O-])C(=O)[O-])[N+](=O)[O-])[N+](=O)[O-],"[2.4026806082703778, 2.6157249727504106, 2.224703619032511, 2.7191233869502156, 2.1374624015122716, 2.452794948603317, 2.1984965307024167, 2.507964241859698, 2.482411175948076, 2.9005022779766727, 1.789647438062842, 2.909626927102634, 2.4889869610772335, 2.0050714858711407, 2.0001244612158295, 2.45473887272444, 2.5660289020400255, 2.359486742775931, 2.892409956080481, 2.3893521766132766, 2.703346899738897, 2.139895870538963, 2.3645864279104605, 1.9932169776129198, 2.187555392514038, 2.4391232040379838, 2.23919056106489, 2.9132066372955046, 2.1108798515823195, 2.3037714907158047, 2.5271615828838927, 2.415037414479507, 2.0547539943375988, 1.9996588283637702, 2.3251646670604096, 2.259739244654855, 3.0285875634147077, 2.1145198500489086, 2.0637589279795012, 1.9497544972420235, 2.014910427405251, 2.734143175974833, 2.1691901730989214, 2.150443406332016, 2.7994859197111914, 2.475050562683395, 2.7676837575151145, 2.7509017964385065, 2.608790484702498, 2.8991523254915155]"
C1C=C[C@]2(C[C@@]1(CN(C2)[C@@H](CCC(=O)[O-])C(=O)[O-])[N+](=O)[O-])[N+](=O)[O-],"[2.4026806082703778, 2.6157249727504106, 2.224703619032511, 2.7191233869502156, 2.1374624015122716, 2.452794948603317, 2.1984965307024167, 2.507964241859698, 2.482411175948076, 2.9005022779766727, 1.789647438062842, 2.909626927102634, 2.4889869610772335, 2.0050714858711407, 2.0001244612158295, 2.45473887272444, 2.5660289020400255, 2.359486742775931, 2.892409956080481, 2.3893521766132766, 2.703346899738897, 2.139895870538963, 2.3645864279104605, 1.9932169776129198, 2.187555392514038, 2.4391232040379838, 2.23919056106489, 2.9132066372955046, 2.1108798515823195, 2.3037714907158047, 2.5271615828838927, 2.415037414479507, 2.0547539943375988, 1.9996588283637702, 2.3251646670604096, 2.259739244654855, 3.0285875634147077, 2.1145198500489086, 2.0637589279795012, 1.9497544972420235, 2.014910427405251, 2.734143175974833, 2.1691901730989214, 2.150443406332016, 2.7994859197111914, 2.475050562683395, 2.7676837575151145, 2.7509017964385065, 2.608790484702498, 2.8991523254915155]"
C1CC(=C(C(=O)C1)C2C3=C(CCCC3=O)OC4=C2C(=O)CCC4)[O-],"[2.463217421483047, 3.0040603346860526, 2.190791753394539, 3.117793038904648, 2.1270350439052543, 2.2048869555260113, 1.9235800881350853, 2.2574954367795432, 2.161232472002515, 3.4232112723127814, 1.6714461718701865, 3.475896741918154, 2.7868141993292266, 2.0086034262560104, 1.785435005293739, 2.5468305641377027, 2.2557413540529025, 2.064892559956909, 3.5481551977711967, 2.056867767125388, 2.348741571195834, 1.8616045576094287, 2.371055856397465, 1.7602314162755004, 2.1414883628061343, 2.5679132885982754, 2.2524796590405614, 3.532570001866156, 1.8154940696102906, 2.2926478826072447, 2.9070494784459653, 2.1165190346446643, 1.819861214097287, 1.9652621476940229, 2.333332016309228, 2.034327081497678, 3.586810056615627, 2.0419270534588128, 1.813340150578589, 1.7996005304237288, 2.0000646445681447, 3.1246571591645, 2.130377299345478, 1.9051759001296078, 3.2763072439470116, 2.6980264564988716, 2.384840072230727, 2.437084891745265, 2.249766554995128, 3.3574575427618782]"
C1CC(=O)N(C1=O)OC(=O)CCNC(=O)ON2C(=O)CCC2=O,"[2.2107777652149707, 2.3623416690620562, 2.090990539914888, 2.5263675500253715, 1.9995089494757154, 2.5336300710509776, 2.1338132056681025, 2.6208505701301132, 2.5177771045718305, 2.6653093414955946, 1.7303189513362178, 2.616682712945662, 2.2481777792366984, 1.9641275788955526, 1.9741203691897575, 2.2271367264441047, 2.643113536028479, 2.3758958063580415, 2.589985039340259, 2.3878933762795995, 2.7742139233488086, 2.0751857432915974, 2.1942763551431774, 1.9245291869060082, 2.068853004938457, 2.217809616930122, 2.087062535782158, 2.619280696134501, 2.0630357921382014, 2.300727958332513, 2.307994520735765, 2.444321721867344, 1.9948312570237645, 1.8910410366284702, 2.169422887151492, 2.2682145093193715, 2.7591631469337443, 2.0045180688133715, 2.0027455054952803, 1.8710779737662069, 1.9602083415549607, 2.4818066884145122, 2.044896969418184, 2.1287978487565455, 2.5386155961451182, 2.2661763663908263, 2.858311773992172, 2.8873280988275507, 2.695098354163525, 2.6816358789922594]"
C1CC1c2nc(no2)CN3CCN(CC3)C(=O)CN4C(=O)CCC4=O,"[2.6300236351838278, 3.2128003020139495, 2.2926685918165295, 3.554666942070531, 2.24104573520885, 2.2019720631139967, 1.8497350755848305, 2.2425823153306728, 2.110644216601518, 3.8214398102681626, 1.6719614409061354, 3.826127008977647, 3.0360014351326785, 2.139043242225431, 1.759636964479353, 2.7497196194424633, 2.205312539922463, 2.024760647481971, 3.6787110573493105, 1.9933892075354556, 2.2739982749913947, 1.7810427998117606, 2.516631817565909, 1.7158438141804984, 2.2107464670280956, 2.77307783200113, 2.393177590097722, 3.6856068390471965, 1.7463070212725298, 2.472830377488331, 3.218201810236039, 2.0746299594087008, 1.7936958531596596, 2.0408238619212997, 2.471098022104146, 2.037168116257426, 3.9491127550863467, 2.106157363325643, 1.7682586581927637, 1.8049224589903115, 2.0984908956195993, 3.4521874846580785, 2.2232247757695296, 1.8870386984295524, 3.6594814288353086, 2.925559748903436, 2.3075842460244687, 2.410182414674769, 2.1873143078927484, 3.773362456379833]"
C1CC2=C(C(=O)C1)[C@@](C(=O)N2C(=O)C[C@@H](C(=O)[O-])[NH3+])(C(F)(F)F)[O-],"[1.8843618869895054, 2.095647258474494, 1.8088085861324334, 4.013784546174537, 1.724332758017932, 2.7727109718050196, 2.055841331384231, 2.8404106186158744, 2.606275049311895, 3.589837530657796, 1.6948644828788995, 4.4650774237645825, 2.177979062550631, 2.2137701007884703, 2.031175309254796, 1.8919518056810476, 2.779693456192097, 2.4732246060577174, 2.368767893638069, 2.327856533186675, 2.8166366695861957, 2.01906319863111, 1.8778804247763143, 1.8070468741657952, 1.816985997657825, 1.8929998270305866, 1.7747918681970913, 2.3765947685548707, 2.076289655445406, 3.013492386751862, 2.7782221703728354, 2.5137879196134394, 1.857702895889026, 1.6740951790238685, 1.8477365764803275, 2.5020703859171762, 3.266221883243887, 1.7539220500126724, 1.886980853300802, 1.703100275666595, 1.9984210456371079, 2.952578897476223, 1.7714589358530572, 2.20742480531661, 3.661483346264139, 2.072012721916381, 2.9227551981640607, 3.073378911332271, 2.7023038893533093, 3.5661891768124545]"
C1CC2=C(C(=O)C1)[C@@](C(=O)N2C(=O)C[C@H](C(=O)[O-])[NH3+])(C(F)(F)F)[O-],"[1.8843618869895054, 2.095647258474494, 1.8088085861324334, 4.013784546174537, 1.724332758017932, 2.7727109718050196, 2.055841331384231, 2.8404106186158744, 2.606275049311895, 3.589837530657796, 1.6948644828788995, 4.4650774237645825, 2.177979062550631, 2.2137701007884703, 2.031175309254796, 1.8919518056810476, 2.779693456192097, 2.4732246060577174, 2.368767893638069, 2.327856533186675, 2.8166366695861957, 2.01906319863111, 1.8778804247763143, 1.8070468741657952, 1.816985997657825, 1.8929998270305866, 1.7747918681970913, 2.3765947685548707, 2.076289655445406, 3.013492386751862, 2.7782221703728354, 2.5137879196134394, 1.857702895889026, 1.6740951790238685, 1.8477365764803275, 2.5020703859171762, 3.266221883243887, 1.7539220500126724, 1.886980853300802, 1.703100275666595, 1.9984210456371079, 2.952578897476223, 1.7714589358530572, 2.20742480531661, 3.661483346264139, 2.072012721916381, 2.9227551981640607, 3.073378911332271, 2.7023038893533093, 3.5661891768124545]"
C1CC2=C(C(=O)C1)[C@@](C(=O)N2CC(=O)NCC(=O)[O-])(C(F)(F)F)[O-],"[1.974205371008967, 2.219937042006284, 1.8552578443459145, 4.093610718455105, 1.784374396298022, 2.651903568356595, 1.972594463021581, 2.7006711477352363, 2.4812221686080855, 3.6966869679398053, 1.6822179117847813, 4.574062769519007, 2.2877921020374368, 2.228515863047242, 1.9709377386599418, 2.0015756060521204, 2.636717237757136, 2.3631394290783474, 2.5130805125908506, 2.194735494051962, 2.656424659939032, 1.9404089450181994, 1.948164520234044, 1.7518210728045678, 1.8536930100877456, 2.002989561553077, 1.8530062306572865, 2.5186523536696037, 1.9969761943254851, 2.993950803176343, 2.8819304885598536, 2.3972375227453346, 1.7951143965994154, 1.712536451902819, 1.9150628833354282, 2.409678226545059, 3.3951985141895045, 1.780501604890783, 1.8201278905116607, 1.6891966769903344, 2.0146976339848295, 3.060327850670189, 1.8167406146063234, 2.127511466639908, 3.7637687453971584, 2.1649896519865295, 2.7437955555223894, 2.901236741873597, 2.5386838491649044, 3.672337530064177]"
C1CC2=C(C(=O)C1)[C@@](C(=O)N2[C@@H](CC(=O)N)C(=O)[O-])(C(F)(F)F)[O-],"[1.9092616942957679, 2.1136349015889992, 1.8307572430785446, 4.004153066595192, 1.7478042241989151, 2.7404354446172983, 2.057908271547, 2.805023714499071, 2.5769831445708755, 3.588996744176856, 1.699402657620656, 4.458358326857837, 2.1899338524906033, 2.2143084581428054, 2.020914819279683, 1.9164294471780587, 2.746507058591238, 2.449074233333545, 2.3854511650558377, 2.312769132187698, 2.7848934759314306, 2.0201633678059663, 1.9008137381647656, 1.8151192309785982, 1.8401338859559297, 1.918297633991669, 1.8020098819859731, 2.396416727386032, 2.06309070049461, 2.99983154267045, 2.784962814579066, 2.4894634511093447, 1.8653860049130029, 1.6962553873648127, 1.8724832929087067, 2.477027861465692, 3.2730763123616664, 1.775649285400003, 1.8925882761820652, 1.7174968462850708, 2.003944802927836, 2.962890231337035, 1.7952726108144623, 2.1921596151436433, 3.6622974956734433, 2.0842452562257474, 2.8842497966605736, 3.0271307643883922, 2.670085789213238, 3.5644563197742944]"
C1CC2=C(C(=O)C1)[C@@](C(=O)N2[C@H](CC(=O)N)C(=O)[O-])(C(F)(F)F)[O-],"[1.9092616942957679, 2.1136349015889992, 1.8307572430785446, 4.004153066595192, 1.7478042241989151, 2.7404354446172983, 2.057908271547, 2.805023714499071, 2.5769831445708755, 3.588996744176856, 1.699402657620656, 4.458358326857837, 2.1899338524906033, 2.2143084581428054, 2.020914819279683, 1.9164294471780587, 2.746507058591238, 2.449074233333545, 2.3854511650558377, 2.312769132187698, 2.7848934759314306, 2.0201633678059663, 1.9008137381647656, 1.8151192309785982, 1.8401338859559297, 1.918297633991669, 1.8020098819859731, 2.396416727386032, 2.06309070049461, 2.99983154267045, 2.784962814579066, 2.4894634511093447, 1.8653860049130029, 1.6962553873648127, 1.8724832929087067, 2.477027861465692, 3.2730763123616664, 1.775649285400003, 1.8925882761820652, 1.7174968462850708, 2.003944802927836, 2.962890231337035, 1.7952726108144623, 2.1921596151436433, 3.6622974956734433, 2.0842452562257474, 2.8842497966605736, 3.0271307643883922, 2.670085789213238, 3.5644563197742944]"
C1CC2=C(C(=O)C1)[C@](C(=O)N2C(=O)C[C@@H](C(=O)[O-])[NH3+])(C(F)(F)F)[O-],"[1.8843618869895054, 2.095647258474494, 1.8088085861324334, 4.013784546174537, 1.724332758017932, 2.7727109718050196, 2.055841331384231, 2.8404106186158744, 2.606275049311895, 3.589837530657796, 1.6948644828788995, 4.4650774237645825, 2.177979062550631, 2.2137701007884703, 2.031175309254796, 1.8919518056810476, 2.779693456192097, 2.4732246060577174, 2.368767893638069, 2.327856533186675, 2.8166366695861957, 2.01906319863111, 1.8778804247763143, 1.8070468741657952, 1.816985997657825, 1.8929998270305866, 1.7747918681970913, 2.3765947685548707, 2.076289655445406, 3.013492386751862, 2.7782221703728354, 2.5137879196134394, 1.857702895889026, 1.6740951790238685, 1.8477365764803275, 2.5020703859171762, 3.266221883243887, 1.7539220500126724, 1.886980853300802, 1.703100275666595, 1.9984210456371079, 2.952578897476223, 1.7714589358530572, 2.20742480531661, 3.661483346264139, 2.072012721916381, 2.9227551981640607, 3.073378911332271, 2.7023038893533093, 3.5661891768124545]"
C1CC2=C(C(=O)C1)[C@](C(=O)N2C(=O)C[C@H](C(=O)[O-])[NH3+])(C(F)(F)F)[O-],"[1.8843618869895054, 2.095647258474494, 1.8088085861324334, 4.013784546174537, 1.724332758017932, 2.7727109718050196, 2.055841331384231, 2.8404106186158744, 2.606275049311895, 3.589837530657796, 1.6948644828788995, 4.4650774237645825, 2.177979062550631, 2.2137701007884703, 2.031175309254796, 1.8919518056810476, 2.779693456192097, 2.4732246060577174, 2.368767893638069, 2.327856533186675, 2.8166366695861957, 2.01906319863111, 1.8778804247763143, 1.8070468741657952, 1.816985997657825, 1.8929998270305866, 1.7747918681970913, 2.3765947685548707, 2.076289655445406, 3.013492386751862, 2.7782221703728354, 2.5137879196134394, 1.857702895889026, 1.6740951790238685, 1.8477365764803275, 2.5020703859171762, 3.266221883243887, 1.7539220500126724, 1.886980853300802, 1.703100275666595, 1.9984210456371079, 2.952578897476223, 1.7714589358530572, 2.20742480531661, 3.661483346264139, 2.072012721916381, 2.9227551981640607, 3.073378911332271, 2.7023038893533093, 3.5661891768124545]"
C1CC2=C(C(=O)C1)[C@](C(=O)N2CC(=O)NCC(=O)[O-])(C(F)(F)F)[O-],"[1.974205371008967, 2.219937042006284, 1.8552578443459145, 4.093610718455105, 1.784374396298022, 2.651903568356595, 1.972594463021581, 2.7006711477352363, 2.4812221686080855, 3.6966869679398053, 1.6822179117847813, 4.574062769519007, 2.2877921020374368, 2.228515863047242, 1.9709377386599418, 2.0015756060521204, 2.636717237757136, 2.3631394290783474, 2.5130805125908506, 2.194735494051962, 2.656424659939032, 1.9404089450181994, 1.948164520234044, 1.7518210728045678, 1.8536930100877456, 2.002989561553077, 1.8530062306572865, 2.5186523536696037, 1.9969761943254851, 2.993950803176343, 2.8819304885598536, 2.3972375227453346, 1.7951143965994154, 1.712536451902819, 1.9150628833354282, 2.409678226545059, 3.3951985141895045, 1.780501604890783, 1.8201278905116607, 1.6891966769903344, 2.0146976339848295, 3.060327850670189, 1.8167406146063234, 2.127511466639908, 3.7637687453971584, 2.1649896519865295, 2.7437955555223894, 2.901236741873597, 2.5386838491649044, 3.672337530064177]"
C1CC2=C(C(=O)C1)[C@](C(=O)N2[C@@H](CC(=O)N)C(=O)[O-])(C(F)(F)F)[O-],"[1.9092616942957679, 2.1136349015889992, 1.8307572430785446, 4.004153066595192, 1.7478042241989151, 2.7404354446172983, 2.057908271547, 2.805023714499071, 2.5769831445708755, 3.588996744176856, 1.699402657620656, 4.458358326857837, 2.1899338524906033, 2.2143084581428054, 2.020914819279683, 1.9164294471780587, 2.746507058591238, 2.449074233333545, 2.3854511650558377, 2.312769132187698, 2.7848934759314306, 2.0201633678059663, 1.9008137381647656, 1.8151192309785982, 1.8401338859559297, 1.918297633991669, 1.8020098819859731, 2.396416727386032, 2.06309070049461, 2.99983154267045, 2.784962814579066, 2.4894634511093447, 1.8653860049130029, 1.6962553873648127, 1.8724832929087067, 2.477027861465692, 3.2730763123616664, 1.775649285400003, 1.8925882761820652, 1.7174968462850708, 2.003944802927836, 2.962890231337035, 1.7952726108144623, 2.1921596151436433, 3.6622974956734433, 2.0842452562257474, 2.8842497966605736, 3.0271307643883922, 2.670085789213238, 3.5644563197742944]"
C1CC2=C(C(=O)C1)[C@](C(=O)N2[C@H](CC(=O)N)C(=O)[O-])(C(F)(F)F)[O-],"[1.9092616942957679, 2.1136349015889992, 1.8307572430785446, 4.004153066595192, 1.7478042241989151, 2.7404354446172983, 2.057908271547, 2.805023714499071, 2.5769831445708755, 3.588996744176856, 1.699402657620656, 4.458358326857837, 2.1899338524906033, 2.2143084581428054, 2.020914819279683, 1.9164294471780587, 2.746507058591238, 2.449074233333545, 2.3854511650558377, 2.312769132187698, 2.7848934759314306, 2.0201633678059663, 1.9008137381647656, 1.8151192309785982, 1.8401338859559297, 1.918297633991669, 1.8020098819859731, 2.396416727386032, 2.06309070049461, 2.99983154267045, 2.784962814579066, 2.4894634511093447, 1.8653860049130029, 1.6962553873648127, 1.8724832929087067, 2.477027861465692, 3.2730763123616664, 1.775649285400003, 1.8925882761820652, 1.7174968462850708, 2.003944802927836, 2.962890231337035, 1.7952726108144623, 2.1921596151436433, 3.6622974956734433, 2.0842452562257474, 2.8842497966605736, 3.0271307643883922, 2.670085789213238, 3.5644563197742944]"
C1CCc2nnc(n2CC1)[C@H]3CCCN3C(=O)CN4CCCNC4=O,"[2.619828192114497, 3.5377494633022515, 2.1928744521292467, 3.7709168461319904, 2.1529263575695943, 2.0259594849950826, 1.6721588607314093, 2.0449523011719184, 1.9339723834220628, 4.2242188014852555, 1.5459937017051, 4.3441375456888185, 3.2668619667431646, 2.0471984473980025, 1.613715643889077, 2.776245993895645, 2.0000450007833006, 1.8612914797733406, 4.378034130637225, 1.8166844763953358, 2.0480843458418647, 1.599731701505442, 2.4550115543648303, 1.5604092193887482, 2.1017151004080703, 2.832601314385066, 2.325613763824041, 4.317066654462329, 1.5597965677898873, 2.3659038171711337, 3.507596535700642, 1.8972698936376169, 1.6463901049692513, 1.9334473339543652, 2.413155440172166, 1.9186969578793953, 4.420555330832524, 1.9824228780810773, 1.6149993498816055, 1.6653038443212598, 2.0088188068450914, 3.773287615232298, 2.1228519612782977, 1.7384736817941224, 4.03631587994601, 3.0618171969961776, 2.068810586325576, 2.1618167280864866, 1.9568921198346494, 4.079378185127656]"
C1CN(Cc2c1n(nc2C(=O)[O-])CC3CC3)C(=O)CN4CCOC4=O,"[2.5364827570115303, 2.992776694008654, 2.261066194900972, 3.206993609003347, 2.195639475002105, 2.467830890448316, 1.999407191083641, 2.540611084360731, 2.388765754016159, 3.4467324394785015, 1.7069681629152784, 3.45234507626867, 2.8086194213620113, 2.102415734068934, 1.8759267518962381, 2.624435493864106, 2.5133448978558532, 2.267514040473947, 3.418686421010172, 2.254187679653838, 2.596651270382378, 1.9210445261523295, 2.4476618674823074, 1.8184698885674337, 2.1958899505371905, 2.638140514559111, 2.324573666765284, 3.4212694830329635, 1.8967444066932193, 2.4846389402910676, 2.9331825485701666, 2.334305172067099, 1.912829712779347, 2.024262387114186, 2.4069259322475998, 2.239417736218033, 3.581722320973095, 2.0984910573457993, 1.8909065045874252, 1.8466163364211532, 2.078160231504094, 3.1613688510136426, 2.1930487332315174, 2.0493855463984207, 3.3037455214177704, 2.753337503118062, 2.6800585423399865, 2.7595469347696193, 2.5234501682748727, 3.4234039764618185]"
C1C[C@@H]2C(=O)N(C(=O)N2C1)CC(=O)N3CCN(CC3)C(=O)C4CC4,"[2.6070699524664174, 2.9445094916575436, 2.3565123311764853, 2.9243380387192723, 2.2848627614560106, 2.128937147723673, 2.0145793241440515, 2.171777818677591, 2.1394452514321833, 3.165537947428207, 1.7378577258826462, 3.2282498146638674, 2.7203280638204825, 1.9996883134251102, 1.8236665272899484, 2.6769235194236423, 2.2018392932452686, 2.056636970172202, 3.3236583524118757, 2.1170975753630135, 2.331203951382972, 1.9467116577995478, 2.5327195803494247, 1.868760168731988, 2.2957526645970137, 2.6816184545001853, 2.42424087529647, 3.3376842017436212, 1.8653678131568303, 2.211122963134611, 2.767186313171069, 2.110324228534788, 1.9345463907500116, 2.1032413375333765, 2.5004100390532398, 2.002594190983897, 3.3431623102331676, 2.1985787907560175, 1.9177316055038538, 1.9304415341567895, 2.0318231602098105, 2.9792883192788944, 2.2917222997688773, 1.9306455173662325, 3.0575177377728417, 2.6895995195168583, 2.354880584148257, 2.353414095781137, 2.2409970010303373, 3.143196473178385]"
